,score
2004-02-16 09:52:39,0.5914598596318991
2004-02-16 10:02:39,0.5847708890735727
2004-02-16 10:12:39,0.589202408819424
2004-02-16 10:22:39,0.5198096352064961
2004-02-16 10:32:39,0.5653777883294808
2004-02-16 10:42:39,0.610650820528038
2004-02-16 10:52:39,0.5807080755854823
2004-02-16 11:02:39,0.6488538433845786
2004-02-16 11:12:39,0.5641934934551958
2004-02-16 11:22:39,0.5721185170930014
2004-02-16 11:32:39,0.6181887648352282
2004-02-16 11:42:39,0.639073492602227
2004-02-16 11:52:39,0.5966440123955208
2004-02-16 12:02:39,0.6103184728793014
2004-02-16 12:12:39,0.6340958120449047
2004-02-16 12:22:39,0.660770898014797
2004-02-16 12:32:39,0.5948593554475353
2004-02-16 12:42:39,0.6421815339431292
2004-02-16 12:52:39,0.6554460444472615
2004-02-16 13:02:39,0.5862946461983896
2004-02-16 13:12:39,0.5644344414918384
2004-02-16 13:22:39,0.6473526428527047
2004-02-16 13:32:39,0.6265212746410892
2004-02-16 13:42:39,0.6296893698977725
2004-02-16 13:52:39,0.560293911697419
2004-02-16 14:02:39,0.5504189886426587
2004-02-16 14:12:39,0.5571759642759483
2004-02-16 14:22:39,0.5758223394359112
2004-02-16 14:32:39,0.6058038979624923
2004-02-16 14:42:39,0.6252078634516568
2004-02-16 14:52:39,0.5749734662488585
2004-02-16 15:02:39,0.5680522827153905
2004-02-16 15:12:39,0.6053953541992813
2004-02-16 15:22:39,0.5430115316904316
2004-02-16 15:32:39,0.600938614316668
2004-02-16 15:42:39,0.5880196927114295
2004-02-16 15:52:39,0.5698303687514324
2004-02-16 16:02:39,0.5561968954644944
2004-02-16 16:12:39,0.6518377527941972
2004-02-16 16:22:39,0.5857903654114314
2004-02-16 16:32:39,0.6431292077526182
2004-02-16 16:42:39,0.6052981989366717
2004-02-16 16:52:39,0.6434433568512659
2004-02-16 17:02:39,0.6595645255597556
2004-02-16 17:12:39,0.626415083563957
2004-02-16 17:22:39,0.6480846375372894
2004-02-16 17:32:39,0.6410984370648727
2004-02-16 17:42:39,0.6210363423488519
2004-02-16 17:52:39,0.6174348282739149
2004-02-16 18:02:39,0.64782838155903
2004-02-16 18:12:39,0.5907497521369597
2004-02-16 18:22:39,0.6254940802792216
2004-02-16 18:32:39,0.5732190528112096
2004-02-16 18:42:39,0.588678920034294
2004-02-16 18:52:39,0.6528862102450673
2004-02-16 19:02:39,0.5896322682181938
2004-02-16 19:12:39,0.6564533787279085
2004-02-16 19:22:39,0.6396265467669872
2004-02-16 19:32:39,0.5821706643010651
2004-02-16 19:42:39,0.649230540535528
2004-02-16 19:52:39,0.6533960649426052
2004-02-16 20:02:39,0.6181573827103087
2004-02-16 20:12:39,0.6427186417987888
2004-02-16 20:22:39,0.6686282053347521
2004-02-16 20:32:39,0.6142618861150663
2004-02-16 20:42:39,0.6328545731136574
2004-02-16 20:52:39,0.6556821827056182
2004-02-16 21:02:39,0.5983619724905899
2004-02-16 21:12:39,0.6145840734639604
2004-02-16 21:22:39,0.6675119672409859
2004-02-16 21:32:39,0.6649870440059165
2004-02-16 21:42:39,0.6437103722538332
2004-02-16 21:52:39,0.5785813718979588
2004-02-16 22:02:39,0.620295151440059
2004-02-16 22:12:39,0.601493190201398
2004-02-16 22:22:39,0.6310375197205735
2004-02-16 22:32:39,0.6718259720529908
2004-02-16 22:42:39,0.6543790443571291
2004-02-16 22:52:39,0.6541017179722299
2004-02-16 23:02:39,0.6612606913965489
2004-02-16 23:12:39,0.6698803721429996
2004-02-16 23:22:39,0.6568579365505608
2004-02-16 23:32:39,0.5986829662382694
2004-02-16 23:42:39,0.6497415774201838
2004-02-16 23:52:39,0.6722339277345661
2004-02-17 00:02:39,0.6586857923464502
2004-02-17 00:12:39,0.6545900406889039
2004-02-17 00:22:39,0.651079772141634
2004-02-17 00:32:39,0.654535280348843
2004-02-17 00:42:39,0.667416548078227
2004-02-17 00:52:39,0.6485494827370353
2004-02-17 01:02:39,0.6965451305354176
2004-02-17 01:12:39,0.6782547117930902
2004-02-17 01:22:39,0.6682695785002084
2004-02-17 01:32:39,0.6659801072394761
2004-02-17 01:42:39,0.6668721112346546
2004-02-17 01:52:39,0.7007393153267437
2004-02-17 02:02:39,0.6715363021572265
2004-02-17 02:12:39,0.6783021306247783
2004-02-17 02:22:39,0.6468305219579796
2004-02-17 02:32:39,0.6418602243052034
2004-02-17 02:42:39,0.6643175494473619
2004-02-17 02:52:39,0.6651625382938672
2004-02-17 03:02:39,0.6642938628967362
2004-02-17 03:12:39,0.66716649303522
2004-02-17 03:22:39,0.6450225935340362
2004-02-17 03:32:39,0.6608291382429002
2004-02-17 03:42:39,0.657892927887309
2004-02-17 03:52:39,0.6473525021267497
2004-02-17 04:02:39,0.6656742866683847
2004-02-17 04:12:39,0.6651625382938672
2004-02-17 04:22:39,0.6713899821785717
2004-02-17 04:32:39,0.6587837731886972
2004-02-17 04:42:39,0.6829046561964152
2004-02-17 04:52:39,0.6528967534260574
2004-02-17 05:02:39,0.6699404097580369
2004-02-17 05:12:39,0.6629729593574125
2004-02-17 05:22:39,0.6562734577785923
2004-02-17 05:32:39,0.6503694802613826
2004-02-17 05:42:39,0.6634964922680329
2004-02-17 05:52:39,0.6612417766782882
2004-02-17 06:02:39,0.6480240948405714
2004-02-17 06:12:39,0.6505469471533036
2004-02-17 06:22:39,0.6678798186005552
2004-02-17 06:32:39,0.6629886488936633
2004-02-17 06:42:39,0.6469289300072729
2004-02-17 06:52:39,0.6450483197029188
2004-02-17 07:02:39,0.6598278329744306
2004-02-17 07:12:39,0.6519737708423098
2004-02-17 07:22:39,0.6515032632494455
2004-02-17 07:32:39,0.6726112947749627
2004-02-17 07:42:39,0.685258163905911
2004-02-17 07:52:39,0.6829960508266067
2004-02-17 08:02:39,0.6879511428480237
2004-02-17 08:12:39,0.6688397446973734
2004-02-17 08:22:39,0.6794233468072732
2004-02-17 08:32:39,0.687020855752116
2004-02-17 08:42:39,0.680403204569352
2004-02-17 08:52:39,0.6825242457147394
2004-02-17 09:02:39,0.6802926705454511
2004-02-17 09:12:39,0.6772407414698085
2004-02-17 09:22:39,0.682388256100205
2004-02-17 09:32:39,0.6865561840559266
2004-02-17 09:42:39,0.690433411237159
2004-02-17 09:52:39,0.6764017154167627
2004-02-17 10:02:39,0.6864782536080275
2004-02-17 10:12:39,0.6825242457147394
2004-02-17 10:22:39,0.6823773303919404
2004-02-17 10:32:39,0.6706227827216273
2004-02-17 10:42:39,0.6600595803545316
2004-02-17 10:52:39,0.6825350230290529
2004-02-17 11:02:39,0.6930067365250988
2004-02-17 11:12:39,0.6851640538222988
2004-02-17 11:22:39,0.683637704474914
2004-02-17 11:32:39,0.6834484440023407
2004-02-17 11:42:39,0.6879511428480237
2004-02-17 11:52:39,0.6843762910147204
2004-02-17 12:02:39,0.6909007070998372
2004-02-17 12:12:39,0.6913758807606125
2004-02-17 12:22:39,0.6842353624741156
2004-02-17 12:32:39,0.6913758807606125
2004-02-17 12:42:39,0.6807751155784427
2004-02-17 12:52:39,0.6899640145735909
2004-02-17 13:02:39,0.6865561840559266
2004-02-17 13:12:39,0.679601941221507
2004-02-17 13:22:39,0.6913758807606125
2004-02-17 13:32:39,0.668377718584358
2004-02-17 13:42:39,0.6522514224885644
2004-02-17 13:52:39,0.6786938109527166
2004-02-17 14:02:39,0.6909007070998372
2004-02-17 14:12:39,0.6767826846270902
2004-02-17 14:22:39,0.6888826896350654
2004-02-17 14:32:39,0.6904418949062686
2004-02-17 14:42:39,0.6930067365250988
2004-02-17 14:52:39,0.6909082635106735
2004-02-17 15:02:39,0.6865561840559266
2004-02-17 15:12:39,0.6847006379879874
2004-02-17 15:22:39,0.6875373759169051
2004-02-17 15:32:39,0.690433411237159
2004-02-17 15:42:39,0.6865561840559266
2004-02-17 15:52:39,0.6864624324703842
2004-02-17 16:02:39,0.6910061508837051
2004-02-17 16:12:39,0.6875373759169051
2004-02-17 16:22:39,0.683637704474914
2004-02-17 16:32:39,0.657988766538281
2004-02-17 16:42:39,0.6682179656600066
2004-02-17 16:52:39,0.6874078059725677
2004-02-17 17:02:39,0.6900608363103425
2004-02-17 17:12:39,0.6527013062745556
2004-02-17 17:22:39,0.689031005556786
2004-02-17 17:32:39,0.6848798149748851
2004-02-17 17:42:39,0.6816012971812083
2004-02-17 17:52:39,0.674497043377368
2004-02-17 18:02:39,0.677474146630116
2004-02-17 18:12:39,0.6750301754030286
2004-02-17 18:22:39,0.6680299337137148
2004-02-17 18:32:39,0.6727504527553393
2004-02-17 18:42:39,0.6808637118351845
2004-02-17 18:52:39,0.6864782536080275
2004-02-17 19:02:39,0.6786167729565524
2004-02-17 19:12:39,0.679995600292005
2004-02-17 19:22:39,0.6930067365250988
2004-02-17 19:32:39,0.6874078059725677
2004-02-17 19:42:39,0.683637704474914
2004-02-17 19:52:39,0.6913758807606125
2004-02-17 20:02:39,0.6848798149748851
2004-02-17 20:12:39,0.6875373759169051
2004-02-17 20:22:39,0.6808637118351845
2004-02-17 20:32:39,0.6899640145735909
2004-02-17 20:42:39,0.6904409625371603
2004-02-17 20:52:39,0.6874078059725677
2004-02-17 21:02:39,0.6869156463720307
2004-02-17 21:12:39,0.6840069846596256
2004-02-17 21:22:39,0.6847006379879874
2004-02-17 21:32:39,0.6828479381712855
2004-02-17 21:42:39,0.6899640145735909
2004-02-17 21:52:39,0.6913758807606125
2004-02-17 22:02:39,0.6727504527553393
2004-02-17 22:12:39,0.6895983355093571
2004-02-17 22:22:39,0.6859005446160119
2004-02-17 22:32:39,0.6809163745697133
2004-02-17 22:42:39,0.6909007070998372
2004-02-17 22:52:39,0.6800727948155337
2004-02-17 23:02:39,0.687020855752116
2004-02-17 23:12:39,0.6800727948155337
2004-02-17 23:22:39,0.690433411237159
2004-02-17 23:32:39,0.6605063187452305
2004-02-17 23:42:39,0.6829438991327287
2004-02-17 23:52:39,0.689031005556786
2004-02-18 00:02:39,0.6822903439584113
2004-02-18 00:12:39,0.6865561840559266
2004-02-18 00:22:39,0.6665809284707492
2004-02-18 00:32:39,0.6865561840559266
2004-02-18 00:42:39,0.6874078059725677
2004-02-18 00:52:39,0.6864782536080275
2004-02-18 01:02:39,0.6842353624741156
2004-02-18 01:12:39,0.6842353624741156
2004-02-18 01:22:39,0.6759442260555932
2004-02-18 01:32:39,0.6855341584942573
2004-02-18 01:42:39,0.6587528981551738
2004-02-18 01:52:39,0.6828479381712855
2004-02-18 02:02:39,0.6797591426186856
2004-02-18 02:12:39,0.6785642880754486
2004-02-18 02:22:39,0.6759420792805251
2004-02-18 02:32:39,0.6846984634028632
2004-02-18 02:42:39,0.6842375355884429
2004-02-18 02:52:39,0.6839208879801227
2004-02-18 03:02:39,0.6812138470825974
2004-02-18 03:12:39,0.6899640145735909
2004-02-18 03:22:39,0.6919309085731887
2004-02-18 03:32:39,0.6858181835367063
2004-02-18 03:42:39,0.6781053360420806
2004-02-18 03:52:39,0.680403204569352
2004-02-18 04:02:39,0.684416591387645
2004-02-18 04:12:39,0.685258163905911
2004-02-18 04:22:39,0.6802926705454511
2004-02-18 04:32:39,0.6866669240560445
2004-02-18 04:42:39,0.6848798149748851
2004-02-18 04:52:39,0.6969757676458395
2004-02-18 05:02:39,0.6828479381712855
2004-02-18 05:12:39,0.680403204569352
2004-02-18 05:22:39,0.6846984634028632
2004-02-18 05:32:39,0.6969757676458395
2004-02-18 05:42:39,0.6969757676458395
2004-02-18 05:52:39,0.6817856616128206
2004-02-18 06:02:39,0.685258163905911
2004-02-18 06:12:39,0.6848798149748851
2004-02-18 06:22:39,0.6858181835367063
2004-02-18 06:32:39,0.7270118707119579
2004-02-18 06:42:39,0.685258163905911
2004-02-18 06:52:39,0.6857383735546361
2004-02-18 07:02:39,0.685258163905911
2004-02-18 07:12:39,0.6969757676458395
2004-02-18 07:22:39,0.6998109039936458
2004-02-18 07:32:39,0.685258163905911
2004-02-18 07:42:39,0.7002845466864398
2004-02-18 07:52:39,0.70360903361711
2004-02-18 08:02:39,0.685343352078914
2004-02-18 08:12:39,0.6983918971593959
2004-02-18 08:22:39,0.7050386407351245
2004-02-18 08:32:39,0.7275039234338749
2004-02-18 08:42:39,0.6848798149748851
2004-02-18 08:52:39,0.6857383735546361
2004-02-18 09:02:39,0.6969757676458395
2004-02-18 09:12:39,0.713337755064505
2004-02-18 09:22:39,0.7002845466864398
2004-02-18 09:32:39,0.6857383735546361
2004-02-18 09:42:39,0.7002845466864398
2004-02-18 09:52:39,0.6969757676458395
2004-02-18 10:02:39,0.7045617825752497
2004-02-18 10:12:39,0.7275039234338749
2004-02-18 10:22:39,0.6866669240560445
2004-02-18 10:32:39,0.7050386407351245
2004-02-18 10:42:39,0.679483124229628
2004-02-18 10:52:39,0.6988645794467229
2004-02-18 11:02:39,0.7275039234338749
2004-02-18 11:12:39,0.6988645794467229
2004-02-18 11:22:39,0.6969757676458395
2004-02-18 11:32:39,0.7250469856095105
2004-02-18 11:42:39,0.70360903361711
2004-02-18 11:52:39,0.7275039234338749
2004-02-18 12:02:39,0.7275039234338749
2004-02-18 12:12:39,0.7309576299263447
2004-02-18 12:22:39,0.7309576299263447
2004-02-18 12:32:39,0.7275039234338749
2004-02-18 12:42:39,0.7309576299263447
2004-02-18 12:52:39,0.7275039234338749
2004-02-18 13:02:39,0.7309576299263447
2004-02-18 13:12:39,0.7309576299263447
2004-02-18 13:22:39,0.7309576299263447
2004-02-18 13:32:39,0.7309576299263447
2004-02-18 13:42:39,0.7309576299263447
2004-02-18 13:52:39,0.7309576299263447
2004-02-18 14:02:39,0.7309576299263447
2004-02-18 14:12:39,0.7309576299263447
2004-02-18 14:22:39,0.7309576299263447
2004-02-18 14:32:39,0.7309576299263447
2004-02-18 14:42:39,0.7309576299263447
2004-02-18 14:52:39,0.7309576299263447
2004-02-18 15:02:39,0.7309576299263447
2004-02-18 15:12:39,0.7309576299263447
2004-02-18 15:22:39,0.7309576299263447
2004-02-18 15:32:39,0.7309576299263447
2004-02-18 15:42:39,0.7309576299263447
2004-02-18 15:52:39,0.7309576299263447
2004-02-18 16:02:39,0.7309576299263447
2004-02-18 16:12:39,0.7309576299263447
2004-02-18 16:22:39,0.7309576299263447
2004-02-18 16:32:39,0.7309576299263447
2004-02-18 16:42:39,0.7309576299263447
2004-02-18 16:52:39,0.7309576299263447
2004-02-18 17:02:39,0.7309576299263447
2004-02-18 17:12:39,0.7309576299263447
2004-02-18 17:22:39,0.7309576299263447
2004-02-18 17:32:39,0.7309576299263447
2004-02-18 17:42:39,0.7309576299263447
2004-02-18 17:52:39,0.7309576299263447
2004-02-18 18:02:39,0.7309576299263447
2004-02-18 18:12:39,0.7309576299263447
2004-02-18 18:22:39,0.7309576299263447
2004-02-18 18:32:39,0.7309576299263447
2004-02-18 18:42:39,0.7309576299263447
2004-02-18 18:52:39,0.7309576299263447
2004-02-18 19:02:39,0.7309576299263447
2004-02-18 19:12:39,0.7309576299263447
2004-02-18 19:22:39,0.7309576299263447
2004-02-18 19:32:39,0.7309576299263447
2004-02-18 19:42:39,0.7309576299263447
2004-02-18 19:52:39,0.7309576299263447
2004-02-18 20:02:39,0.7309576299263447
2004-02-18 20:12:39,0.7309576299263447
2004-02-18 20:22:39,0.7309576299263447
2004-02-18 20:32:39,0.7309576299263447
2004-02-18 20:42:39,0.7309576299263447
2004-02-18 20:52:39,0.7309576299263447
2004-02-18 21:02:39,0.7309576299263447
2004-02-18 21:12:39,0.7309576299263447
2004-02-18 21:22:39,0.7309576299263447
2004-02-18 21:32:39,0.7309576299263447
2004-02-18 21:42:39,0.7309576299263447
2004-02-18 21:52:39,0.7309576299263447
2004-02-18 22:02:39,0.7309576299263447
2004-02-18 22:12:39,0.7309576299263447
2004-02-18 22:22:39,0.7309576299263447
2004-02-18 22:32:39,0.7309576299263447
2004-02-18 22:42:39,0.7309576299263447
2004-02-18 22:52:39,0.7309576299263447
2004-02-18 23:02:39,0.7309576299263447
2004-02-18 23:12:39,0.7309576299263447
2004-02-18 23:22:39,0.7309576299263447
2004-02-18 23:32:39,0.7309576299263447
2004-02-18 23:42:39,0.7309576299263447
2004-02-18 23:52:39,0.7309576299263447
2004-02-19 00:02:39,0.7309576299263447
2004-02-19 00:12:39,0.7309576299263447
2004-02-19 00:22:39,0.7309576299263447
2004-02-19 00:32:39,0.7309576299263447
2004-02-19 00:42:39,0.7309576299263447
2004-02-19 00:52:39,0.7309576299263447
2004-02-19 01:02:39,0.7309576299263447
2004-02-19 01:12:39,0.7309576299263447
2004-02-19 01:22:39,0.7309576299263447
2004-02-19 01:32:39,0.7309576299263447
2004-02-19 01:42:39,0.7309576299263447
2004-02-19 01:52:39,0.7309576299263447
2004-02-19 02:02:39,0.7309576299263447
2004-02-19 02:12:39,0.7309576299263447
2004-02-19 02:22:39,0.7309576299263447
2004-02-19 02:32:39,0.7309576299263447
2004-02-19 02:42:39,0.7309576299263447
2004-02-19 02:52:39,0.7309576299263447
2004-02-19 03:02:39,0.7309576299263447
2004-02-19 03:12:39,0.7309576299263447
2004-02-19 03:22:39,0.7309576299263447
2004-02-19 03:32:39,0.7309576299263447
2004-02-19 03:42:39,0.7309576299263447
2004-02-19 03:52:39,0.7309576299263447
2004-02-19 04:02:39,0.7309576299263447
2004-02-19 04:12:39,0.7309576299263447
2004-02-19 04:22:39,0.7309576299263447
2004-02-19 04:32:39,0.7309576299263447
2004-02-19 04:42:39,0.7309576299263447
2004-02-19 04:52:39,0.7309576299263447
2004-02-19 05:02:39,0.7309576299263447
2004-02-19 05:12:39,0.7309576299263447
2004-02-19 05:22:39,0.7309576299263447
2004-02-19 05:32:39,0.7309576299263447
2004-02-19 05:42:39,0.7309576299263447
2004-02-19 05:52:39,0.7309576299263447
2004-02-19 06:02:39,0.7309576299263447
2004-02-19 06:12:39,0.7407401982499499
2004-02-19 06:22:39,0.7407401982499499
